,index,servicerequestnum,code,codeDescription,Neighborhood,address,city,state,zip,methodReceived,createdDate,dueDate,statusDate,status,activity,outcome,updatedDate,codedAddress,latitude,longitude,year,quarter,week,dayofyear
22140,434210,15-00211434,RATRUBPR,SW-Rat Rubout - Proactive,RAMBLEWOOD,1331 E NORTHERN PKWY ,BALTIMORE,MD,21239,Mass Closed,2015-02-10 08:00:00,02/15/2015,02/10/2015,CLOSED,Dispatch Investigator,Area Baited,02/10/2015,"(u'1331 E Northern Pkwy, Baltimore, Maryland, 21239',)",39.3661830958,-76.5891957344,2015,1,7,41
22141,434211,15-00211440,RATRUBPR,SW-Rat Rubout - Proactive,RAMBLEWOOD,1333 E NORTHERN PKWY ,BALTIMORE,MD,21239,Mass Closed,2015-02-10 08:00:00,02/15/2015,02/10/2015,CLOSED,Dispatch Investigator,Area Baited,02/10/2015,"(u'1333 E Northern Pkwy, Baltimore, Maryland, 21239',)",39.366173771599996,-76.5890943349,2015,1,7,41
22142,434212,15-00211449,RATRUBPR,SW-Rat Rubout - Proactive,RAMBLEWOOD,1339 E NORTHERN PKWY ,BALTIMORE,MD,21239,Mass Entry,2015-02-10 08:00:00,02/15/2015,02/10/2015,CLOSED,Dispatch Investigator,Area Baited,02/10/2015,"(u'1339 E Northern Pkwy, Baltimore, Maryland, 21239',)",39.366143468000004,-76.5888833756,2015,1,7,41
22143,434213,15-00211452,RATRUBPR,SW-Rat Rubout - Proactive,RAMBLEWOOD,1341 E NORTHERN PKWY ,BALTIMORE,MD,21239,Mass Closed,2015-02-10 08:00:00,02/15/2015,02/10/2015,CLOSED,Dispatch Investigator,Area Baited,02/10/2015,"(u'1341 E Northern Pkwy, Baltimore, Maryland, 21239',)",39.3661329784,-76.5887936304,2015,1,7,41
22144,434214,15-00211459,RATRUBPR,SW-Rat Rubout - Proactive,RAMBLEWOOD,1345 E NORTHERN PKWY ,BALTIMORE,MD,21239,Mass Entry,2015-02-10 08:00:00,02/15/2015,02/10/2015,CLOSED,Dispatch Investigator,Area Baited,02/10/2015,"(u'1345 E Northern Pkwy, Baltimore, Maryland, 21239',)",39.3661038403,-76.5885838366,2015,1,7,41
22145,434215,15-00211462,RATRUBPR,SW-Rat Rubout - Proactive,RAMBLEWOOD,1347 E NORTHERN PKWY ,BALTIMORE,MD,21239,Mass Closed,2015-02-10 08:00:00,02/15/2015,02/10/2015,CLOSED,Dispatch Investigator,Area Baited,02/10/2015,"(u'1347 E Northern Pkwy, Baltimore, Maryland, 21239',)",39.3661038403,-76.58851390529999,2015,1,7,41
22146,434216,15-00211463,RATRUBPR,SW-Rat Rubout - Proactive,RAMBLEWOOD,1349 E NORTHERN PKWY ,BALTIMORE,MD,21239,Mass Closed,2015-02-10 08:00:00,02/15/2015,02/10/2015,CLOSED,Dispatch Investigator,Area Baited,02/10/2015,"(u'1349 E Northern Pkwy, Baltimore, Maryland, 21239',)",39.366093350599996,-76.5884544637,2015,1,7,41
22147,434217,15-00211464,RATRUBPR,SW-Rat Rubout - Proactive,RAMBLEWOOD,1351 E NORTHERN PKWY ,BALTIMORE,MD,21239,Mass Entry,2015-02-10 08:00:00,02/15/2015,02/10/2015,CLOSED,Dispatch Investigator,Area Baited,02/10/2015,"(u'1351 E Northern Pkwy, Baltimore, Maryland, 21239',)",39.3660828609,-76.58837404270001,2015,1,7,41
22148,434218,15-00211468,RATRUBPR,SW-Rat Rubout - Proactive,RAMBLEWOOD,1353 E NORTHERN PKWY ,BALTIMORE,MD,21239,Mass Closed,2015-02-10 08:00:00,02/15/2015,02/10/2015,CLOSED,Dispatch Investigator,Area Baited,02/10/2015,"(u'1353 E Northern Pkwy, Baltimore, Maryland, 21239',)",39.366073536799995,-76.5882842976,2015,1,7,41
22149,434219,15-00211505,RATRUBPR,SW-Rat Rubout - Proactive,RAMBLEWOOD,1361 E NORTHERN PKWY ,BALTIMORE,MD,21239,Mass Closed,2015-02-10 08:00:00,02/15/2015,02/10/2015,CLOSED,Dispatch Investigator,Area Baited,02/10/2015,"(u'1361 E Northern Pkwy, Baltimore, Maryland, 21239',)",39.3660327435,-76.5879439662,2015,1,7,41
22150,434220,15-00211519,RATRUBPR,SW-Rat Rubout - Proactive,RAMBLEWOOD,1365 E NORTHERN PKWY ,BALTIMORE,MD,21239,Mass Closed,2015-02-10 08:00:00,02/15/2015,02/10/2015,CLOSED,Dispatch Investigator,Area Baited,02/10/2015,"(u'1365 E Northern Pkwy, Baltimore, Maryland, 21239',)",39.3660129297,-76.58779361399999,2015,1,7,41
22151,434221,15-00211522,RATRUBPR,SW-Rat Rubout - Proactive,RAMBLEWOOD,1367 E NORTHERN PKWY ,BALTIMORE,MD,21239,Mass Entry,2015-02-10 08:00:00,02/15/2015,02/10/2015,CLOSED,Dispatch Investigator,Area Baited,02/10/2015,"(u'1367 E Northern Pkwy, Baltimore, Maryland, 21239',)",39.366003605500005,-76.5876735653,2015,1,7,41
22152,434222,15-00211534,RATRUBPR,SW-Rat Rubout - Proactive,RAMBLEWOOD,1373 E NORTHERN PKWY ,BALTIMORE,MD,21239,Mass Closed,2015-02-10 08:00:00,02/15/2015,02/10/2015,CLOSED,Dispatch Investigator,Area Baited,02/10/2015,"(u'1373 E Northern Pkwy, Baltimore, Maryland, 21239',)",39.3659733019,-76.5874334679,2015,1,7,41
22153,434223,15-00211543,RATRUBPR,SW-Rat Rubout - Proactive,RAMBLEWOOD,1375 E NORTHERN PKWY ,BALTIMORE,MD,21239,Mass Closed,2015-02-10 08:00:00,02/15/2015,02/10/2015,CLOSED,Dispatch Investigator,Area Baited,02/10/2015,"(u'1375 E Northern Pkwy, Baltimore, Maryland, 21239',)",39.3659733019,-76.5873833505,2015,1,7,41
22154,434224,15-00211544,RATRUBPR,SW-Rat Rubout - Proactive,RAMBLEWOOD,1377 E NORTHERN PKWY ,BALTIMORE,MD,21239,Mass Closed,2015-02-10 08:00:00,02/15/2015,02/10/2015,CLOSED,Dispatch Investigator,Area Baited,03/17/2015,"(u'1377 E Northern Pkwy, Baltimore, Maryland, 21239',)",39.3659534881,-76.58726330180001,2015,1,7,41
22155,434225,15-00211563,RATRUBPR,SW-Rat Rubout - Proactive,RAMBLEWOOD,1300  SHERWOOD AVE ,BALTIMORE,MD,21239,Mass Entry,2015-02-10 08:00:00,02/15/2015,02/10/2015,CLOSED,Dispatch Investigator,Area Baited,02/10/2015,"(u'1300 Sherwood Ave, Baltimore, Maryland, 21239',)",39.3656376318,-76.590616504,2015,1,7,41
22156,434226,15-00211566,RATRUBPR,SW-Rat Rubout - Proactive,RAMBLEWOOD,1302  SHERWOOD AVE ,BALTIMORE,MD,21239,Mass Closed,2015-02-10 08:00:00,02/15/2015,02/10/2015,CLOSED,Dispatch Investigator,Area Baited,02/10/2015,"(u'1302 Sherwood Ave, Baltimore, Maryland, 21239',)",39.3656178179,-76.5905162692,2015,1,7,41
22157,434227,15-00211581,RATRUBPR,SW-Rat Rubout - Proactive,RAMBLEWOOD,1304  SHERWOOD AVE ,BALTIMORE,MD,21239,Mass Closed,2015-02-10 08:00:00,02/15/2015,02/10/2015,CLOSED,Dispatch Investigator,Area Baited,02/10/2015,"(u'1304 Sherwood Ave, Baltimore, Maryland, 21239',)",39.3656073282,-76.5904463379,2015,1,7,41
22158,434228,15-00211585,RATRUBPR,SW-Rat Rubout - Proactive,RAMBLEWOOD,1306  SHERWOOD AVE ,BALTIMORE,MD,21239,Mass Closed,2015-02-10 08:00:00,02/15/2015,02/10/2015,CLOSED,Dispatch Investigator,Area Baited,02/10/2015,"(u'1306 Sherwood Ave, Baltimore, Maryland, 21239',)",39.365598004,-76.5903857308,2015,1,7,41
22159,434229,15-00211595,RATRUBPR,SW-Rat Rubout - Proactive,RAMBLEWOOD,1308  SHERWOOD AVE ,BALTIMORE,MD,21239,Mass Closed,2015-02-10 08:00:00,02/15/2015,02/10/2015,CLOSED,Dispatch Investigator,Area Baited,02/10/2015,"(u'1308 Sherwood Ave, Baltimore, Maryland, 21239',)",39.3655875144,-76.5902959857,2015,1,7,41
22160,434230,15-00211623,RATRUBPR,SW-Rat Rubout - Proactive,RAMBLEWOOD,1322  SHERWOOD AVE ,BALTIMORE,MD,21239,Mass Entry,2015-02-10 08:00:00,02/15/2015,02/10/2015,CLOSED,Dispatch Investigator,Area Baited,02/10/2015,"(u'1322 Sherwood Ave, Baltimore, Maryland, 21239',)",39.365477956199996,-76.58965494979999,2015,1,7,41
22161,434231,15-00211630,RATRUBPR,SW-Rat Rubout - Proactive,RAMBLEWOOD,1324  SHERWOOD AVE ,BALTIMORE,MD,21239,Mass Closed,2015-02-10 08:00:00,02/15/2015,02/10/2015,CLOSED,Dispatch Investigator,Area Baited,02/10/2015,"(u'1324 Sherwood Ave, Baltimore, Maryland, 21239',)",39.365458142399994,-76.58959434270001,2015,1,7,41
22162,434232,15-00211636,RATRUBPR,SW-Rat Rubout - Proactive,RAMBLEWOOD,1328  SHERWOOD AVE ,BALTIMORE,MD,21239,Mass Entry,2015-02-10 08:00:00,02/15/2015,02/10/2015,CLOSED,Dispatch Investigator,Area Baited,02/10/2015,"(u'1328 Sherwood Ave, Baltimore, Maryland, 21239',)",39.3654278388,-76.58943466630001,2015,1,7,41
22163,434233,15-00211641,RATRUBPR,SW-Rat Rubout - Proactive,RAMBLEWOOD,1330  SHERWOOD AVE ,BALTIMORE,MD,21239,Mass Entry,2015-02-10 08:00:00,02/15/2015,02/10/2015,CLOSED,Dispatch Investigator,Area Baited,02/10/2015,"(u'1330 Sherwood Ave, Baltimore, Maryland, 21239',)",39.365397535300005,-76.5893251073,2015,1,7,41
22164,434234,15-00211645,RATRUBPR,SW-Rat Rubout - Proactive,RAMBLEWOOD,1334  SHERWOOD AVE ,BALTIMORE,MD,21239,Mass Closed,2015-02-10 08:00:00,02/15/2015,02/10/2015,CLOSED,Dispatch Investigator,Area Baited,02/10/2015,"(u'1334 Sherwood Ave, Baltimore, Maryland, 21239',)",39.3653672317,-76.58916193430001,2015,1,7,41
22165,434235,15-00211649,RATRUBPR,SW-Rat Rubout - Proactive,RAMBLEWOOD,1336  SHERWOOD AVE ,BALTIMORE,MD,21239,Mass Closed,2015-02-10 08:00:00,02/15/2015,02/10/2015,CLOSED,Dispatch Investigator,Area Baited,02/10/2015,"(u'1336 Sherwood Ave, Baltimore, Maryland, 21239',)",39.3653672317,-76.5891712584,2015,1,7,41
22166,434236,15-00211651,RATRUBPR,SW-Rat Rubout - Proactive,RAMBLEWOOD,1338  SHERWOOD AVE ,BALTIMORE,MD,21239,Mass Entry,2015-02-10 08:00:00,02/15/2015,02/10/2015,CLOSED,Dispatch Investigator,Area Baited,02/10/2015,"(u'1338 Sherwood Ave, Baltimore, Maryland, 21239',)",39.3653369282,-76.5890920039,2015,1,7,41
22167,434237,15-00211661,RATRUBPR,SW-Rat Rubout - Proactive,RAMBLEWOOD,1348  SHERWOOD AVE ,BALTIMORE,MD,21239,Mass Closed,2015-02-10 08:00:00,02/15/2015,02/10/2015,CLOSED,Dispatch Investigator,Area Baited,02/10/2015,"(u'1348 Sherwood Ave, Baltimore, Maryland, 21239',)",39.3651897145,-76.5887435058,2015,1,7,41
22168,434238,15-00211665,RATRUBPR,SW-Rat Rubout - Proactive,RAMBLEWOOD,1350  SHERWOOD AVE ,BALTIMORE,MD,21239,Mass Closed,2015-02-10 08:00:00,02/15/2015,02/10/2015,CLOSED,Dispatch Investigator,Area Baited,02/10/2015,"(u'1350 Sherwood Ave, Baltimore, Maryland, 21239',)",39.3653066246,-76.5889987622,2015,1,7,41
22169,434239,15-00211676,RATRUBPR,SW-Rat Rubout - Proactive,RAMBLEWOOD,1354  SHERWOOD AVE ,BALTIMORE,MD,21239,Mass Closed,2015-02-10 08:00:00,02/15/2015,02/10/2015,CLOSED,Dispatch Investigator,Area Baited,02/10/2015,"(u'1354 Sherwood Ave, Baltimore, Maryland, 21239',)",39.3652262036,-76.5888379202,2015,1,7,41
22170,434240,15-00211704,RATRUBPR,SW-Rat Rubout - Proactive,RAMBLEWOOD,1360  SHERWOOD AVE ,BALTIMORE,MD,21239,Mass Closed,2015-02-10 08:00:00,02/15/2015,02/10/2015,CLOSED,Dispatch Investigator,Area Baited,02/10/2015,"(u'1360 Sherwood Ave, Baltimore, Maryland, 21239',)",39.3651457827,-76.58865493340001,2015,1,7,41
22171,434241,15-00211708,RATRUBPR,SW-Rat Rubout - Proactive,RAMBLEWOOD,1364  SHERWOOD AVE ,BALTIMORE,MD,21239,Mass Closed,2015-02-10 08:00:00,02/15/2015,02/10/2015,CLOSED,Dispatch Investigator,Area Baited,02/10/2015,"(u'1364 Sherwood Ave, Baltimore, Maryland, 21239',)",39.3650653617,-76.588524395,2015,1,7,41
22172,434242,15-00211712,RATRUBPR,SW-Rat Rubout - Proactive,RAMBLEWOOD,1368  SHERWOOD AVE ,BALTIMORE,MD,21239,Mass Entry,2015-02-10 08:00:00,02/15/2015,02/10/2015,CLOSED,Dispatch Investigator,Area Baited,02/10/2015,"(u'1368 Sherwood Ave, Baltimore, Maryland, 21239',)",39.3649954304,-76.588414836,2015,1,7,41
22173,434243,15-00211727,RATRUBPR,SW-Rat Rubout - Proactive,RAMBLEWOOD,6002  FALKIRK RD ,BALTIMORE,MD,21239,Mass Closed,2015-02-10 08:00:00,02/15/2015,02/10/2015,CLOSED,Dispatch Investigator,Area Baited,02/10/2015,"(u'6002 Falkirk Rd, Baltimore, Maryland, 21239',)",39.3648240988,-76.587601303,2015,1,7,41
22174,434244,15-00211742,RATRUBPR,SW-Rat Rubout - Proactive,RAMBLEWOOD,6014  FALKIRK RD ,BALTIMORE,MD,21239,Mass Entry,2015-02-10 08:00:00,02/15/2015,02/10/2015,CLOSED,Dispatch Investigator,Area Baited,02/10/2015,"(u'6014 Falkirk Rd, Baltimore, Maryland, 21239',)",39.3651947346,-76.5874311368,2015,1,7,41
22175,434245,15-00211744,RATRUBPR,SW-Rat Rubout - Proactive,RAMBLEWOOD,6016  FALKIRK RD ,BALTIMORE,MD,21239,Mass Closed,2015-02-10 08:00:00,02/15/2015,02/10/2015,CLOSED,Dispatch Investigator,Area Baited,02/10/2015,"(u'6016 Falkirk Rd, Baltimore, Maryland, 21239',)",39.365244852,-76.587411323,2015,1,7,41
22176,434246,15-00211750,RATRUBPR,SW-Rat Rubout - Proactive,RAMBLEWOOD,6022  FALKIRK RD ,BALTIMORE,MD,21239,Mass Entry,2015-02-10 08:00:00,02/15/2015,02/10/2015,CLOSED,Dispatch Investigator,Area Baited,02/10/2015,"(u'6022 Falkirk Rd, Baltimore, Maryland, 21239',)",39.365394038699996,-76.5873507159,2015,1,7,41
22177,434247,15-00211763,RATRUBPR,SW-Rat Rubout - Proactive,IDLEWOOD,1201  LIMIT AVE ,BALTIMORE,MD,21239,Mass Closed,2015-02-10 08:00:00,02/15/2015,02/10/2015,CLOSED,Dispatch Investigator,Area Baited,02/10/2015,"(u'1201 Limit Ave, Baltimore, Maryland, 21239',)",39.3719034693,-76.5945909283,2015,1,7,41
22178,434248,15-00211769,RATRUBPR,SW-Rat Rubout - Proactive,IDLEWOOD,1205  LIMIT AVE ,BALTIMORE,MD,21239,Mass Entry,2015-02-10 08:00:00,02/15/2015,02/10/2015,CLOSED,Dispatch Investigator,Area Baited,02/10/2015,"(u'1205 Limit Ave, Baltimore, Maryland, 21239',)",39.3719034693,-76.5944207631,2015,1,7,41
21165,433235,15-00095137,HLTHRATR,SW-Rat Rubout,MORRELL PARK,2437  WASHINGTON BLVD ,BALTIMORE,MD,21230,Internet,2015-02-10 20:13:48,02/24/2015,02/25/2015,CLOSED,Dispatch Investigator,Area Baited,02/25/2015,"(u'2437 Washington Blvd, Baltimore, MD 21230, United States',)",39.2671890259,-76.6514892578,2015,1,7,41
20847,432917,15-00096032,HLTHRATR,SW-Rat Rubout,SANDTOWN-WINCHESTER,1720 N CALHOUN ST ,BALTIMORE,MD,21217,Phone,2015-02-10 23:06:48,02/24/2015,02/23/2015,CLOSED,Dispatch Investigator,Area Baited,02/23/2015,"(u'1720 N Calhoun St, Baltimore, MD 21217, United States',)",39.3083267212,-76.6442565918,2015,1,7,41
20577,432647,15-00096452,HLTHRATR,SW-Rat Rubout,CHINQUAPIN PARK-BELVEDERE,902  REVERDY RD ,BALTIMORE,MD,21212,Phone,2015-02-11 01:28:49,02/25/2015,02/18/2015,CLOSED,Dispatch Investigator,Area Baited,02/18/2015,"(u'902 Reverdy Rd, Baltimore, MD 21212, United States',)",39.3633422852,-76.6017150879,2015,1,7,42
18482,430552,15-00097764,HLTHRATR,SW-Rat Rubout,PERRING LOCH,1611  NORTHBOURNE RD ,BALTIMORE,MD,21239,Phone,2015-02-11 17:37:13,02/25/2015,02/12/2015,CLOSED,Dispatch Investigator,Area Baited,02/12/2015,"(u'1611 Northbourne Rd, Baltimore, MD 21239, United States',)",39.3544540405,-76.5859832764,2015,1,7,42
18126,430196,15-00098846,HLTHRATR,SW-Rat Rubout,EDNOR GARDENS-LAKESIDE,937  NORTH HILL RD ,BALTIMORE,MD,21218,Phone,2015-02-11 19:52:52,02/25/2015,02/12/2015,CLOSED,Dispatch Investigator,Area Baited,02/12/2015,"(u'937, North Hill Road, Original Northwood, Baltimore, Maryland, 21218, United States of America',)",39.3373374,-76.60138901270001,2015,1,7,42
20242,432312,15-00101936,RATRUBPR,SW-Rat Rubout - Proactive,SANDTOWN-WINCHESTER,904  MCKEAN AVE ,BALTIMORE,MD,21217,Mass Entry,2015-02-11 08:00:00,02/16/2015,02/11/2015,CLOSED,Dispatch Investigator,Area Baited,02/11/2015,"(u'904 McKean Ave, Baltimore, MD 21217, United States',)",39.2991867065,-76.64696502689999,2015,1,7,42
20241,432311,15-00101932,RATRUBPR,SW-Rat Rubout - Proactive,SANDTOWN-WINCHESTER,906  MCKEAN AVE ,BALTIMORE,MD,21217,Mass Entry,2015-02-11 08:00:00,02/16/2015,02/11/2015,CLOSED,Dispatch Investigator,Area Baited,02/11/2015,"(u'906 McKean Ave, Baltimore, MD 21217, United States',)",39.2992248535,-76.64696502689999,2015,1,7,42
20240,432310,15-00101928,RATRUBPR,SW-Rat Rubout - Proactive,SANDTOWN-WINCHESTER,909  MCKEAN AVE ,BALTIMORE,MD,21217,Mass Closed,2015-02-11 08:00:00,02/16/2015,02/11/2015,CLOSED,Dispatch Investigator,Area Baited,02/11/2015,"(u'909 McKean Ave, Baltimore, MD 21217, United States',)",39.299278259299996,-76.6465377808,2015,1,7,42
20239,432309,15-00101923,RATRUBPR,SW-Rat Rubout - Proactive,SANDTOWN-WINCHESTER,901  MCKEAN AVE ,BALTIMORE,MD,21217,Mass Entry,2015-02-11 08:00:00,02/16/2015,02/11/2015,CLOSED,Dispatch Investigator,Area Baited,02/11/2015,,0.0,0.0,2015,1,7,42
20238,432308,15-00101915,RATRUBPR,SW-Rat Rubout - Proactive,SANDTOWN-WINCHESTER,906 N FULTON AVE ,BALTIMORE,MD,21217,Mass Entry,2015-02-11 08:00:00,02/16/2015,02/11/2015,CLOSED,Dispatch Investigator,Area Baited,02/11/2015,,0.0,0.0,2015,1,7,42
20237,432307,15-00101904,RATRUBPR,SW-Rat Rubout - Proactive,SANDTOWN-WINCHESTER,1816 W LAFAYETTE AVE ,BALTIMORE,MD,21217,Mass Closed,2015-02-11 08:00:00,02/16/2015,02/11/2015,CLOSED,Dispatch Investigator,Area Baited,02/11/2015,,0.0,0.0,2015,1,7,42
20236,432306,15-00101877,RATRUBPR,SW-Rat Rubout - Proactive,SANDTOWN-WINCHESTER,1829  MOSHER ST ,BALTIMORE,MD,21217,Mass Entry,2015-02-11 08:00:00,02/16/2015,02/11/2015,CLOSED,Dispatch Investigator,Area Baited,02/11/2015,"(u'1829 W Mosher St, Baltimore, MD 21217, United States',)",39.2996253967,-76.6473617554,2015,1,7,42
20235,432305,15-00101417,RATRUBPR,SW-Rat Rubout - Proactive,BELAIR-EDISON,3012  PELHAM AVE ,BALTIMORE,MD,21213,Mass Entry,2015-02-11 08:00:00,02/16/2015,02/11/2015,CLOSED,Dispatch Investigator,Area Baited,02/11/2015,,0.0,0.0,2015,1,7,42
20234,432304,15-00101414,RATRUBPR,SW-Rat Rubout - Proactive,BELAIR-EDISON,3209  LAKE AVE ,BALTIMORE,MD,21213,Mass Entry,2015-02-11 08:00:00,02/16/2015,02/11/2015,CLOSED,Dispatch Investigator,Area Baited,02/11/2015,,0.0,0.0,2015,1,7,42
20233,432303,15-00101411,RATRUBPR,SW-Rat Rubout - Proactive,BELAIR-EDISON,3102  PELHAM AVE ,BALTIMORE,MD,21213,Mass Entry,2015-02-11 08:00:00,02/16/2015,02/11/2015,CLOSED,Dispatch Investigator,Area Baited,02/11/2015,"(u'3102 Pelham Ave, Baltimore, MD 21213, United States',)",39.3237419128,-76.5691375732,2015,1,7,42
20115,432185,15-00100511,RATRUBPR,SW-Rat Rubout - Proactive,RIVERSIDE,1825  JACKSON ST ,BALTIMORE,MD,21230,Mass Entry,2015-02-11 08:00:00,02/16/2015,02/11/2015,CLOSED,Dispatch Investigator,Area Baited,02/11/2015,"(u'1825 Jackson St, Baltimore, MD 21230, United States',)",39.269283294699996,-76.6046600342,2015,1,7,42
20049,432119,15-00234885,RATRUBPR,SW-Rat Rubout - Proactive,EDNOR GARDENS-LAKESIDE,1523  GREENDALE RD ,BALTIMORE,MD,21218,Mass Closed,2015-02-11 08:00:00,02/16/2015,02/11/2015,CLOSED,Dispatch Investigator,Area Baited,02/11/2015,"(u'1523 Greendale Rd, Baltimore, MD 21218, United States',)",39.336555481,-76.5926513672,2015,1,7,42
19967,432037,15-00135222,RATRUBPR,SW-Rat Rubout - Proactive,TREMONT,4730  DARTFORD AVE ,BALTIMORE,MD,21229,Mass Closed,2015-02-11 08:00:00,02/16/2015,02/11/2015,CLOSED,Dispatch Investigator,Area Baited,02/11/2015,,0.0,0.0,2015,1,7,42
19966,432036,15-00135221,RATRUBPR,SW-Rat Rubout - Proactive,TREMONT,4726  DARTFORD AVE ,BALTIMORE,MD,21229,Mass Closed,2015-02-11 08:00:00,02/16/2015,02/11/2015,CLOSED,Dispatch Investigator,Area Baited,02/11/2015,"(u'4726 Dartford Ave, Baltimore, MD 21229, United States',)",39.283039093,-76.6940994263,2015,1,7,42
19965,432035,15-00135210,RATRUBPR,SW-Rat Rubout - Proactive,TREMONT,4706  DARTFORD AVE ,BALTIMORE,MD,21229,Mass Entry,2015-02-11 08:00:00,02/16/2015,02/11/2015,CLOSED,Dispatch Investigator,Area Baited,02/11/2015,,0.0,0.0,2015,1,7,42
19851,431921,15-00101930,RATRUBPR,SW-Rat Rubout - Proactive,SANDTOWN-WINCHESTER,910  MCKEAN AVE ,BALTIMORE,MD,21217,Mass Closed,2015-02-11 08:00:00,02/16/2015,02/11/2015,CLOSED,Dispatch Investigator,Area Baited,02/11/2015,"(u'910 McKean Ave, Baltimore, MD 21217, United States',)",39.2992973328,-76.64697265619999,2015,1,7,42
19850,431920,15-00101914,RATRUBPR,SW-Rat Rubout - Proactive,SANDTOWN-WINCHESTER,910 N FULTON AVE ,BALTIMORE,MD,21217,Mass Entry,2015-02-11 08:00:00,02/16/2015,02/11/2015,CLOSED,Dispatch Investigator,Area Baited,02/11/2015,"(u'910 N Fulton Ave, Baltimore, MD 21217, United States',)",39.299007654200004,-76.6458284855,2015,1,7,42
19849,431919,15-00101904,RATRUBPR,SW-Rat Rubout - Proactive,SANDTOWN-WINCHESTER,1816 W LAFAYETTE AVE ,BALTIMORE,MD,21217,Mass Entry,2015-02-11 08:00:00,02/16/2015,02/11/2015,CLOSED,Dispatch Investigator,Area Baited,02/11/2015,"(u'1816 W Lafayette Ave, Baltimore, MD 21217, United States',)",39.298953999999995,-76.647056,2015,1,7,42
19848,431918,15-00101890,RATRUBPR,SW-Rat Rubout - Proactive,SANDTOWN-WINCHESTER,1810 W LAFAYETTE AVE ,BALTIMORE,MD,21217,Mass Entry,2015-02-11 08:00:00,02/16/2015,02/11/2015,CLOSED,Dispatch Investigator,Area Baited,02/11/2015,,0.0,0.0,2015,1,7,42
19847,431917,15-00101882,RATRUBPR,SW-Rat Rubout - Proactive,SANDTOWN-WINCHESTER,1817  MOSHER ST ,BALTIMORE,MD,21217,Mass Entry,2015-02-11 08:00:00,02/16/2015,02/11/2015,CLOSED,Dispatch Investigator,Area Baited,02/11/2015,"(u'1817 W Mosher St, Baltimore, MD 21217, United States',)",39.2996368408,-76.6470413208,2015,1,7,42
19846,431916,15-00101441,RATRUBPR,SW-Rat Rubout - Proactive,BELAIR-EDISON,3010  PELHAM AVE ,BALTIMORE,MD,21213,Mass Closed,2015-02-11 08:00:00,02/16/2015,02/11/2015,CLOSED,Dispatch Investigator,Area Baited,02/11/2015,"(u'3010 Pelham Ave, Baltimore, MD 21213, United States',)",39.3239135742,-76.5693817139,2015,1,7,42
19844,431914,15-00101417,RATRUBPR,SW-Rat Rubout - Proactive,BELAIR-EDISON,3012  PELHAM AVE ,BALTIMORE,MD,21213,Mass Closed,2015-02-11 08:00:00,02/16/2015,02/11/2015,CLOSED,Dispatch Investigator,Area Baited,02/11/2015,"(u'3012 Pelham Ave, Baltimore, MD 21213, United States',)",39.3238792419,-76.5693359375,2015,1,7,42
19843,431913,15-00101409,RATRUBPR,SW-Rat Rubout - Proactive,BELAIR-EDISON,3112  KENTUCKY AVE ,BALTIMORE,MD,21213,Mass Closed,2015-02-11 08:00:00,02/16/2015,02/11/2015,CLOSED,Dispatch Investigator,Area Baited,02/11/2015,"(u'3112 Kentucky Ave, Baltimore, MD 21213, United States',)",39.3231277466,-76.5693969727,2015,1,7,42
19727,431797,15-00100511,RATRUBPR,SW-Rat Rubout - Proactive,RIVERSIDE,1825  JACKSON ST ,BALTIMORE,MD,21230,Mass Closed,2015-02-11 08:00:00,02/16/2015,02/11/2015,CLOSED,Dispatch Investigator,Area Baited,02/11/2015,"(u'1825 Jackson St, Baltimore, MD 21230, United States',)",39.269283294699996,-76.6046600342,2015,1,7,42
19726,431796,15-00100507,RATRUBPR,SW-Rat Rubout - Proactive,RIVERSIDE,1823  JACKSON ST ,BALTIMORE,MD,21230,Mass Entry,2015-02-11 08:00:00,02/16/2015,02/11/2015,CLOSED,Dispatch Investigator,Area Baited,02/11/2015,"(u'1823 Jackson St, Baltimore, MD 21230, United States',)",39.2693138123,-76.6046600342,2015,1,7,42
19662,431732,15-00234882,RATRUBPR,SW-Rat Rubout - Proactive,EDNOR GARDENS-LAKESIDE,1525  GREENDALE RD ,BALTIMORE,MD,21218,Mass Entry,2015-02-11 08:00:00,02/16/2015,02/11/2015,CLOSED,Dispatch Investigator,Area Baited,02/11/2015,"(u'1525 Greendale Rd, Baltimore, MD 21218, United States',)",39.336555481,-76.5925827026,2015,1,7,42
19661,431731,15-00234879,RATRUBPR,SW-Rat Rubout - Proactive,EDNOR GARDENS-LAKESIDE,1508  GREENDALE RD ,BALTIMORE,MD,21218,Mass Entry,2015-02-11 08:00:00,02/16/2015,02/11/2015,CLOSED,Dispatch Investigator,Area Baited,02/11/2015,,0.0,0.0,2015,1,7,42
19660,431730,15-00234874,RATRUBPR,SW-Rat Rubout - Proactive,EDNOR GARDENS-LAKESIDE,1510  GREENDALE RD ,BALTIMORE,MD,21218,Mass Closed,2015-02-11 08:00:00,02/16/2015,02/11/2015,CLOSED,Dispatch Investigator,Area Baited,02/11/2015,"(u'1510 Greendale Rd, Baltimore, MD 21218, United States',)",39.336971283000004,-76.5931472778,2015,1,7,42
